Algorithm,Log Source,Log,Window Size,SW Step Size,Min Adaptive Window,Max Adaptive Window,ADWIN Step Size,P-Value,Complete-Window Size,Detection-Window Size,Stable Period,MRID,Epsilon,Detected Changepoints,Actual Changepoints for Log,F1-Score,Average Lag,Duration,Duration (Seconds)
LCDD,Ceravolo,sudden_trace_noise20_1000_IRO,,,,,,,600.0,600.0,150.0,,,[],[499],,,00:00:00,0.0216686129570007
LCDD,Ceravolo,sudden_trace_noise20_1000_OIR,,,,,,,400.0,400.0,20.0,,,[447],[499],1.0,52.0,00:00:00,0.0239516794681549
LCDD,Ceravolo,sudden_trace_noise0_1000_re,,,,,,,800.0,800.0,150.0,,,[],[499],,,00:00:00,0.0209861695766448
LCDD,Ostovar,Nested_IRO_output_IRO_2,,,,,,,200.0,200.0,150.0,,,"[202, 403, 603, 803, 1006, 1207, 1407, 1608, 1808, 2011, 2213, 2414, 2615, 2816]","[999, 1999]",0.25,9.5,00:00:00,0.3081226050853729
LCDD,Ceravolo,sudden_trace_noise5_1000_cd,,,,,,,100.0,100.0,200.0,,,[],[499],,,00:00:00,0.0300779789686203
LCDD,Ceravolo,sudden_trace_noise10_1000_cp,,,,,,,600.0,600.0,100.0,,,[],[499],,,00:00:00,0.0216567516326904
LCDD,Ceravolo,sudden_trace_noise15_1000_pm,,,,,,,100.0,100.0,50.0,,,[448],[499],1.0,51.0,00:00:00,0.0292792469263076
LCDD,Ceravolo,sudden_trace_noise10_1000_cf,,,,,,,1200.0,1200.0,5.0,,,[],[499],,,00:00:00,0.0217254161834716
LCDD,Ostovar,Composite_RIO_output_RIO_2,,,,,,,1200.0,1200.0,10.0,,,"[1201, 2401]","[999, 1999]",,,00:00:00,0.2210203558206558
LCDD,Ostovar,Atomic_ParallelRemoval_output_ParallelRemoval,,,,,,,1200.0,1200.0,5.0,,,[],"[999, 1999]",,,00:00:00,0.2412201464176178
LCDD,Ceravolo,sudden_trace_noise20_1000_OIR,,,,,,,200.0,200.0,200.0,,,[447],[499],1.0,52.0,00:00:00,0.027677983045578
LCDD,Ceravolo,sudden_trace_noise20_1000_pl,,,,,,,1200.0,1200.0,50.0,,,[],[499],,,00:00:00,0.0192490667104721
LCDD,Ostovar,Nested_ROI_output_ROI_5,,,,,,,1200.0,1200.0,200.0,,,"[1200, 2400]","[999, 1999]",,,00:00:00,0.2176485508680343
LCDD,Ostovar,Atomic_SerialRemoval_output_SerialRemoval,,,,,,,200.0,200.0,50.0,,,"[923, 1123, 1923]","[999, 1999]",0.8,76.0,00:00:00,0.2829739898443222
LCDD,Ceravolo,sudden_trace_noise20_1000_cp,,,,,,,200.0,200.0,100.0,,,[447],[499],1.0,52.0,00:00:00,0.0235274732112884
LCDD,Ostovar,Composite_RIO_output_RIO,,,,,,,600.0,600.0,5.0,,,[905],"[999, 1999]",0.6666666666666666,94.0,00:00:00,0.2793626487255096
LCDD,Ostovar,Composite_RIO_output_RIO_5,,,,,,,400.0,400.0,10.0,,,"[401, 804, 1204, 1611, 2012, 2413, 2817]","[999, 1999]",0.4444444444444445,104.0,00:00:00,0.2340133786201477
LCDD,Ceravolo,sudden_trace_noise20_1000_lp,,,,,,,300.0,300.0,20.0,,,[448],[499],1.0,51.0,00:00:00,0.0229445695877075
LCDD,Ceravolo,sudden_trace_noise15_1000_pl,,,,,,,1200.0,1200.0,100.0,,,[],[499],,,00:00:00,0.0197191387414932
LCDD,Ceravolo,sudden_trace_noise10_1000_re,,,,,,,1200.0,1200.0,5.0,,,[],[499],,,00:00:00,0.0188913196325302
LCDD,Ceravolo,sudden_trace_noise20_1000_re,,,,,,,400.0,400.0,20.0,,,[447],[499],1.0,52.0,00:00:00,0.018859252333641
LCDD,Ostovar,Atomic_Swap_output_Swap_5,,,,,,,1200.0,1200.0,50.0,,,"[1202, 2402]","[999, 1999]",,,00:00:00,0.2202821522951126
LCDD,Ceravolo,sudden_trace_noise20_1000_cf,,,,,,,200.0,200.0,150.0,,,[447],[499],1.0,52.0,00:00:00,0.0239227861166
LCDD,Ostovar,Nested_ORI_output_ORI,,,,,,,200.0,200.0,50.0,,,"[899, 1099, 1884, 2084]","[999, 1999]",0.6666666666666666,92.5,00:00:00,0.3381635397672653
LCDD,Ceravolo,sudden_trace_noise15_1000_IRO,,,,,,,200.0,200.0,150.0,,,[447],[499],1.0,52.0,00:00:00,0.0252518057823181
LCDD,Ceravolo,sudden_trace_noise15_1000_IOR,,,,,,,400.0,400.0,200.0,,,[447],[499],1.0,52.0,00:00:00,0.0203345119953155
LCDD,Ostovar,Atomic_Skip_output_Skip,,,,,,,200.0,200.0,50.0,,,[919],"[999, 1999]",0.6666666666666666,80.0,00:00:00,0.5010582059621811
LCDD,Ostovar,Nested_OIR_output_OIR_2,,,,,,,600.0,600.0,5.0,,,"[600, 1207, 1810, 2414]","[999, 1999]",0.3333333333333333,189.0,00:00:00,0.2253827899694442
LCDD,Ostovar,Nested_RIO_output_RIO,,,,,,,800.0,800.0,20.0,,,[885],"[999, 1999]",0.6666666666666666,114.0,00:00:00,0.2991907000541687
LCDD,Ostovar,Nested_OIR_output_OIR_2,,,,,,,600.0,600.0,100.0,,,"[600, 1207, 1810, 2414]","[999, 1999]",0.3333333333333333,189.0,00:00:00,0.2226072698831558
LCDD,Ceravolo,sudden_trace_noise5_1000_ROI,,,,,,,200.0,200.0,5.0,,,[447],[499],1.0,52.0,00:00:00,0.0236354321241378
LCDD,Ostovar,Atomic_Frequency_output_Frequency_5,,,,,,,100.0,100.0,5.0,,,"[103, 205, 306, 407, 507, 607, 710, 811, 911, 1011, 1111, 1214, 1314, 1416, 1524, 1625, 1725, 1827, 1927, 2028, 2128, 2234, 2335, 2442, 2544, 2646, 2746, 2846, 2946]","[999, 1999]",0.1290322580645161,20.5,00:00:00,0.1536005288362503
LCDD,Ostovar,Atomic_Loop_output_Loop_5,,,,,,,100.0,100.0,150.0,,,"[103, 203, 304, 405, 505, 607, 707, 811, 912, 1014, 1115, 1215, 1317, 1418, 1522, 1624, 1724, 1826, 1927, 2030, 2131, 2231, 2332, 2434, 2534, 2640, 2742, 2843, 2943]","[999, 1999]",0.1290322580645161,23.0,00:00:00,0.2215200364589691
LCDD,Ceravolo,sudden_trace_noise20_1000_re,,,,,,,1200.0,1200.0,10.0,,,[],[499],,,00:00:00,0.0185708105564117
LCDD,Ceravolo,sudden_trace_noise10_1000_pl,,,,,,,600.0,600.0,100.0,,,[],[499],,,00:00:00,0.0210654139518737
LCDD,Ostovar,Atomic_Skip_output_Skip,,,,,,,300.0,300.0,20.0,,,[919],"[999, 1999]",0.6666666666666666,80.0,00:00:00,0.3059759885072708
LCDD,Ceravolo,sudden_trace_noise5_1000_sw,,,,,,,1200.0,1200.0,100.0,,,[],[499],,,00:00:00,0.020543560385704
LCDD,Ceravolo,sudden_trace_noise10_1000_cf,,,,,,,1200.0,1200.0,10.0,,,[],[499],,,00:00:00,0.0206682085990905
LCDD,Ostovar,Atomic_SerialRemoval_output_SerialRemoval_5,,,,,,,400.0,400.0,50.0,,,"[400, 804, 1206, 1607, 2007, 2407, 2809]","[999, 1999]",0.4444444444444445,101.5,00:00:00,0.2028242796659469
LCDD,Ostovar,Nested_RIO_output_RIO_5,,,,,,,200.0,200.0,50.0,,,"[200, 403, 603, 811, 1012, 1213, 1413, 1614, 1815, 2016, 2219, 2419, 2619, 2819]","[999, 1999]",0.25,15.0,00:00:00,0.2656749039888382
LCDD,Ostovar,Atomic_ParallelMove_output_ParallelMove,,,,,,,300.0,300.0,50.0,,,"[906, 1206, 1869, 2169]","[999, 1999]",0.6666666666666666,111.5,00:00:00,0.2872595638036728
LCDD,Ceravolo,sudden_trace_noise20_1000_ROI,,,,,,,100.0,100.0,10.0,,,[447],[499],1.0,52.0,00:00:00,0.025514006614685
LCDD,Ostovar,Atomic_SerialRemoval_output_SerialRemoval_5,,,,,,,1200.0,1200.0,150.0,,,"[1209, 2409]","[999, 1999]",,,00:00:00,0.2094255238771438
LCDD,Ceravolo,sudden_trace_noise5_1000_cd,,,,,,,300.0,300.0,5.0,,,[],[499],,,00:00:00,0.0259111374616622
LCDD,Ostovar,Atomic_Substitute_output_Substitute_2,,,,,,,800.0,800.0,200.0,,,"[801, 1606, 2409]","[999, 1999]",0.4,198.0,00:00:00,0.2123960703611374
LCDD,Ceravolo,sudden_trace_noise0_1000_rp,,,,,,,600.0,600.0,50.0,,,[],[499],,,00:00:00,0.0225635915994644
LCDD,Ceravolo,sudden_trace_noise5_1000_OIR,,,,,,,1200.0,1200.0,150.0,,,[],[499],,,00:00:00,0.0248217433691024
LCDD,Ostovar,Nested_RIO_output_RIO_5,,,,,,,400.0,400.0,10.0,,,"[403, 811, 1213, 1617, 2018, 2419, 2819]","[999, 1999]",0.4444444444444445,103.5,00:00:00,0.2693772763013839
LCDD,Ceravolo,sudden_trace_noise5_1000_IRO,,,,,,,1200.0,1200.0,200.0,,,[],[499],,,00:00:00,0.0221804976463317
LCDD,Ostovar,Atomic_Loop_output_Loop_5,,,,,,,200.0,200.0,20.0,,,"[201, 401, 604, 804, 1005, 1206, 1408, 1612, 1812, 2013, 2214, 2414, 2624, 2825]","[999, 1999]",0.25,10.0,00:00:00,0.2222386449575424
LCDD,Ceravolo,sudden_trace_noise10_1000_cb,,,,,,,1200.0,1200.0,50.0,,,[],[499],,,00:00:00,0.0194136053323745
LCDD,Ceravolo,sudden_trace_noise0_1000_lp,,,,,,,300.0,300.0,150.0,,,[448],[499],1.0,51.0,00:00:00,0.0254900753498077
LCDD,Ceravolo,sudden_trace_noise5_1000_OIR,,,,,,,600.0,600.0,200.0,,,[],[499],,,00:00:00,0.0275769233703613
LCDD,Ostovar,Composite_RIO_output_RIO_5,,,,,,,400.0,400.0,20.0,,,"[401, 804, 1204, 1611, 2012, 2413, 2817]","[999, 1999]",0.4444444444444445,104.0,00:00:00,0.2441482096910476
LCDD,Ostovar,Atomic_ConditionalToSequence_output_ConditionalToSequence_5,,,,,,,300.0,300.0,10.0,,,"[300, 601, 903, 1204, 1507, 1814, 2115, 2415, 2715]","[999, 1999]",0.3636363636363636,106.0,00:00:00,0.2275295555591583
LCDD,Ostovar,Composite_ROI_output_ROI,,,,,,,300.0,300.0,10.0,,,"[911, 1211, 1921, 2221]","[999, 1999]",0.6666666666666666,83.0,00:00:00,0.2741331309080124
LCDD,Ostovar,Atomic_ConditionalMove_output_ConditionalMove,,,,,,,100.0,100.0,10.0,,,"[913, 1013, 1917, 2017]","[999, 1999]",0.6666666666666666,16.0,00:00:00,0.3508168309926986
LCDD,Ostovar,Atomic_Frequency_output_Frequency_2,,,,,,,800.0,800.0,50.0,,,"[805, 1617, 2419]","[999, 1999]",0.4,194.0,00:00:00,0.153697595000267
LCDD,Ceravolo,sudden_trace_noise5_1000_pm,,,,,,,600.0,600.0,10.0,,,[],[499],,,00:00:00,0.1274974793195724
LCDD,Ceravolo,sudden_trace_noise20_1000_cp,,,,,,,200.0,200.0,150.0,,,[447],[499],1.0,52.0,00:00:00,0.0239021331071853
LCDD,Ceravolo,sudden_trace_noise5_1000_cp,,,,,,,400.0,400.0,200.0,,,[447],[499],1.0,52.0,00:00:00,0.0234646946191787
LCDD,Ostovar,Nested_IOR_output_IOR_5,,,,,,,100.0,100.0,10.0,,,"[100, 200, 300, 400, 501, 602, 703, 803, 903, 1004, 1106, 1206, 1306, 1406, 1506, 1606, 1707, 1807, 1907, 2010, 2110, 2212, 2312, 2412, 2512, 2612, 2713, 2813, 2913]","[999, 1999]",0.1290322580645161,8.0,00:00:00,0.3006512224674225
LCDD,Ceravolo,sudden_trace_noise15_1000_pm,,,,,,,100.0,100.0,10.0,,,[448],[499],1.0,51.0,00:00:00,0.0270667076110839
LCDD,Ceravolo,sudden_trace_noise5_1000_lp,,,,,,,1200.0,1200.0,100.0,,,[],[499],,,00:00:00,0.024214744567871
LCDD,Ostovar,Atomic_ConditionalToSequence_output_ConditionalToSequence_2,,,,,,,300.0,300.0,100.0,,,"[303, 611, 911, 1213, 1516, 1819, 2119, 2420, 2720]","[999, 1999]",0.3636363636363636,104.0,00:00:00,0.2256007343530655
LCDD,Ceravolo,sudden_trace_noise15_1000_lp,,,,,,,1200.0,1200.0,50.0,,,[],[499],,,00:00:00,0.0242809653282165
LCDD,Ceravolo,sudden_trace_noise10_1000_sw,,,,,,,800.0,800.0,20.0,,,[],[499],,,00:00:00,0.0208717882633209
LCDD,Ceravolo,sudden_trace_noise0_1000_pl,,,,,,,200.0,200.0,50.0,,,[],[499],,,00:00:00,0.0293945223093032
LCDD,Ceravolo,sudden_trace_noise5_1000_IRO,,,,,,,400.0,400.0,50.0,,,[447],[499],1.0,52.0,00:00:00,0.0228462517261505
LCDD,Bose,bose_log,,,,,,,300.0,300.0,5.0,,,"[323, 623, 978, 1288, 1748, 2231, 2558, 2934, 3234, 3588, 3903, 4243, 4558, 5035, 5457]","[1199, 2399, 3599, 4799]",0.3157894736842105,86.33333333333333,00:00:00,0.1526586860418319
LCDD,Ostovar,Atomic_Skip_output_Skip,,,,,,,800.0,800.0,200.0,,,[919],"[999, 1999]",0.6666666666666666,80.0,00:00:00,0.2484187185764312
LCDD,Ceravolo,sudden_trace_noise0_1000_RIO,,,,,,,300.0,300.0,200.0,,,[447],[499],1.0,52.0,00:00:00,0.024623304605484
LCDD,Ceravolo,sudden_trace_noise20_1000_pl,,,,,,,400.0,400.0,5.0,,,[],[499],,,00:00:00,0.0228371173143386
LCDD,Ostovar,Atomic_ConditionalRemoval_output_ConditionalRemoval_5,,,,,,,100.0,100.0,5.0,,,"[101, 202, 302, 402, 502, 602, 702, 804, 904, 1004, 1104, 1205, 1307, 1410, 1513, 1615, 1716, 1816, 1916, 2016, 2117, 2217, 2317, 2418, 2522, 2623, 2723, 2825, 2926]","[999, 1999]",0.1290322580645161,11.0,00:00:00,0.2055920213460922
LCDD,Ostovar,Nested_OIR_output_OIR,,,,,,,600.0,600.0,50.0,,,[899],"[999, 1999]",0.6666666666666666,100.0,00:00:00,0.2735739648342132
LCDD,Ceravolo,sudden_trace_noise0_1000_re,,,,,,,1200.0,1200.0,200.0,,,[],[499],,,00:00:00,0.0204418003559112
LCDD,Ostovar,Composite_IOR_output_IOR_2,,,,,,,100.0,100.0,150.0,,,"[106, 207, 307, 411, 511, 611, 715, 815, 916, 1016, 1119, 1219, 1324, 1425, 1527, 1631, 1734, 1836, 1936, 2039, 2139, 2242, 2342, 2448, 2549, 2650, 2750, 2853, 2961]","[999, 1999]",0.1290322580645161,28.5,00:00:00,0.2020157724618911
LCDD,Ceravolo,sudden_trace_noise10_1000_lp,,,,,,,200.0,200.0,20.0,,,[448],[499],1.0,51.0,00:00:00,0.0272091329097747
LCDD,Ceravolo,sudden_trace_noise15_1000_IRO,,,,,,,100.0,100.0,50.0,,,[447],[499],1.0,52.0,00:00:00,0.0291497856378555
LCDD,Ceravolo,sudden_trace_noise10_1000_IRO,,,,,,,400.0,400.0,50.0,,,[447],[499],1.0,52.0,00:00:00,0.0220104157924652
LCDD,Ceravolo,sudden_trace_noise0_1000_IOR,,,,,,,100.0,100.0,100.0,,,[447],[499],1.0,52.0,00:00:00,0.0296950042247772
LCDD,Ceravolo,sudden_trace_noise10_1000_ROI,,,,,,,400.0,400.0,5.0,,,[447],[499],1.0,52.0,00:00:00,0.0201233625411987
LCDD,Ostovar,Composite_IOR_output_IOR_2,,,,,,,200.0,200.0,150.0,,,"[201, 404, 605, 807, 1009, 1216, 1418, 1619, 1819, 2019, 2220, 2423, 2629, 2832]","[999, 1999]",0.25,15.0,00:00:00,0.2078383564949035
LCDD,Ostovar,Nested_IOR_output_IOR_2,,,,,,,800.0,800.0,200.0,,,"[801, 1601, 2401]","[999, 1999]",0.4,198.0,00:00:00,0.2934160828590393
LCDD,Ceravolo,sudden_trace_noise15_1000_lp,,,,,,,200.0,200.0,20.0,,,[448],[499],1.0,51.0,00:00:00,0.0260248631238937
LCDD,Ceravolo,sudden_trace_noise10_1000_cb,,,,,,,1200.0,1200.0,20.0,,,[],[499],,,00:00:00,0.0196009278297424
LCDD,Ceravolo,sudden_trace_noise15_1000_cb,,,,,,,200.0,200.0,50.0,,,[447],[499],1.0,52.0,00:00:00,0.024501234292984
LCDD,Ostovar,Composite_ORI_output_ORI_2,,,,,,,200.0,200.0,100.0,,,"[201, 409, 609, 809, 1012, 1212, 1416, 1617, 1819, 2019, 2220, 2425, 2625, 2825]","[999, 1999]",0.25,16.5,00:00:00,0.4761919677257538
LCDD,Ceravolo,sudden_trace_noise0_1000_IOR,,,,,,,300.0,300.0,150.0,,,[447],[499],1.0,52.0,00:00:00,0.0221693366765975
LCDD,Ceravolo,sudden_trace_noise5_1000_OIR,,,,,,,800.0,800.0,10.0,,,[],[499],,,00:00:00,0.028369978070259
LCDD,Ceravolo,sudden_trace_noise15_1000_IOR,,,,,,,600.0,600.0,200.0,,,[],[499],,,00:00:00,0.0214263945817947
LCDD,Ceravolo,sudden_trace_noise5_1000_pm,,,,,,,800.0,800.0,50.0,,,[],[499],,,00:00:00,0.0210916996002197
LCDD,Ceravolo,sudden_trace_noise20_1000_ROI,,,,,,,400.0,400.0,200.0,,,[447],[499],1.0,52.0,00:00:00,0.0202039927244186
LCDD,Ostovar,Nested_IOR_output_IOR_5,,,,,,,200.0,200.0,200.0,,,"[200, 400, 602, 802, 1004, 1204, 1406, 1606, 1806, 2010, 2212, 2412, 2612, 2812]","[999, 1999]",0.25,8.0,00:00:00,0.2993222624063492
LCDD,Ostovar,Composite_ORI_output_ORI_5,,,,,,,600.0,600.0,50.0,,,"[601, 1205, 1805, 2405]","[999, 1999]",0.3333333333333333,194.0,00:00:00,0.2820650488138199
LCDD,Ostovar,Composite_IOR_output_IOR_5,,,,,,,400.0,400.0,200.0,,,"[400, 801, 1201, 1601, 2004, 2404, 2805]","[999, 1999]",0.4444444444444445,101.5,00:00:00,0.2110621631145477
LCDD,Ceravolo,sudden_trace_noise10_1000_ROI,,,,,,,800.0,800.0,20.0,,,[],[499],,,00:00:00,0.0208199322223663
LCDD,Ceravolo,sudden_trace_noise20_1000_IRO,,,,,,,300.0,300.0,20.0,,,[448],[499],1.0,51.0,00:00:00,0.0217722356319427
LCDD,Ceravolo,sudden_trace_noise5_1000_lp,,,,,,,300.0,300.0,100.0,,,[448],[499],1.0,51.0,00:00:00,0.0265905112028121
LCDD,Ceravolo,sudden_trace_noise0_1000_RIO,,,,,,,400.0,400.0,10.0,,,[447],[499],1.0,52.0,00:00:00,0.0225969851016998
LCDD,Ceravolo,sudden_trace_noise15_1000_rp,,,,,,,100.0,100.0,50.0,,,[448],[499],1.0,51.0,00:00:00,0.0279374122619628
LCDD,Ceravolo,sudden_trace_noise15_1000_OIR,,,,,,,100.0,100.0,200.0,,,[447],[499],1.0,52.0,00:00:00,0.0323229432106018
LCDD,Ceravolo,sudden_trace_noise5_1000_sw,,,,,,,400.0,400.0,100.0,,,[448],[499],1.0,51.0,00:00:00,0.0212717801332473
LCDD,Ostovar,Atomic_SerialRemoval_output_SerialRemoval_2,,,,,,,1200.0,1200.0,200.0,,,"[1200, 2407]","[999, 1999]",,,00:00:00,0.198309987783432
LCDD,Ceravolo,sudden_trace_noise0_1000_ROI,,,,,,,1200.0,1200.0,100.0,,,[],[499],,,00:00:00,0.0205442011356353
LCDD,Ostovar,Atomic_Swap_output_Swap,,,,,,,1200.0,1200.0,20.0,,,[],"[999, 1999]",,,00:00:00,0.2529381215572357
LCDD,Ostovar,Nested_IRO_output_IRO,,,,,,,400.0,400.0,5.0,,,"[721, 1121, 1824, 2224]","[999, 1999]",0.6666666666666666,148.5,00:00:00,0.3271510899066925
LCDD,Ceravolo,sudden_trace_noise15_1000_pl,,,,,,,600.0,600.0,150.0,,,[],[499],,,00:00:00,0.0208935886621475
LCDD,Ostovar,Atomic_Loop_output_Loop_2,,,,,,,600.0,600.0,50.0,,,"[601, 1205, 1806, 2409]","[999, 1999]",0.3333333333333333,193.0,00:00:00,0.2234098017215728
LCDD,Ceravolo,sudden_trace_noise10_1000_rp,,,,,,,200.0,200.0,150.0,,,[448],[499],1.0,51.0,00:00:00,0.0319163799285888
LCDD,Ostovar,Atomic_Swap_output_Swap,,,,,,,100.0,100.0,150.0,,,"[899, 999, 1907, 2007]","[999, 1999]",0.6666666666666666,4.0,00:00:00,0.3279149830341339
LCDD,Ostovar,Atomic_Loop_output_Loop_5,,,,,,,100.0,100.0,20.0,,,"[103, 203, 304, 405, 505, 607, 707, 811, 912, 1014, 1115, 1215, 1317, 1418, 1522, 1624, 1724, 1826, 1927, 2030, 2131, 2231, 2332, 2434, 2534, 2640, 2742, 2843, 2943]","[999, 1999]",0.1290322580645161,23.0,00:00:00,0.221348226070404
LCDD,Ostovar,Nested_ORI_output_ORI,,,,,,,400.0,400.0,100.0,,,"[899, 1299, 1884, 2284]","[999, 1999]",0.6666666666666666,107.5,00:00:00,0.2825185656547546
LCDD,Ostovar,Atomic_ParallelMove_output_ParallelMove_2,,,,,,,300.0,300.0,100.0,,,"[300, 602, 903, 1203, 1504, 1804, 2104, 2405, 2706]","[999, 1999]",0.3636363636363636,100.5,00:00:00,0.2455234676599502
LCDD,Ostovar,Composite_OIR_output_OIR_5,,,,,,,800.0,800.0,20.0,,,"[803, 1606, 2412]","[999, 1999]",0.4,196.0,00:00:00,0.2152058780193328
LCDD,Ostovar,Composite_OIR_output_OIR_2,,,,,,,800.0,800.0,10.0,,,"[803, 1609, 2409]","[999, 1999]",0.4,196.0,00:00:00,0.2103226333856582
LCDD,Ceravolo,sudden_trace_noise20_1000_rp,,,,,,,800.0,800.0,200.0,,,[],[499],,,00:00:00,0.0193798840045928
LCDD,Ostovar,Nested_IOR_output_IOR_2,,,,,,,600.0,600.0,10.0,,,"[602, 1203, 1805, 2407]","[999, 1999]",0.3333333333333333,194.0,00:00:00,0.2991602718830108
LCDD,Ostovar,Atomic_ParallelRemoval_output_ParallelRemoval_2,,,,,,,1200.0,1200.0,10.0,,,"[1203, 2403]","[999, 1999]",,,00:00:00,0.1960170716047287
LCDD,Ostovar,Atomic_ConditionalMove_output_ConditionalMove_5,,,,,,,300.0,300.0,50.0,,,"[302, 604, 904, 1205, 1507, 1807, 2108, 2409, 2709]","[999, 1999]",0.3636363636363636,102.0,00:00:00,0.2476084977388382
LCDD,Ostovar,Composite_RIO_output_RIO_2,,,,,,,1200.0,1200.0,200.0,,,"[1201, 2401]","[999, 1999]",,,00:00:00,0.2261353582143783
LCDD,Ceravolo,sudden_trace_noise0_1000_RIO,,,,,,,600.0,600.0,50.0,,,[],[499],,,00:00:00,0.023217037320137
LCDD,Ostovar,Atomic_ParallelMove_output_ParallelMove_2,,,,,,,300.0,300.0,200.0,,,"[300, 602, 903, 1203, 1504, 1804, 2104, 2405, 2706]","[999, 1999]",0.3636363636363636,100.5,00:00:00,0.2337343692779541
LCDD,Ceravolo,sudden_trace_noise0_1000_IRO,,,,,,,600.0,600.0,5.0,,,[],[499],,,00:00:00,0.023982748389244
LCDD,Ostovar,Composite_ROI_output_ROI_2,,,,,,,300.0,300.0,150.0,,,"[303, 605, 905, 1206, 1514, 1814, 2114, 2414, 2724]","[999, 1999]",0.3636363636363636,104.5,00:00:00,0.2274614870548248
LCDD,Ostovar,Composite_RIO_output_RIO_2,,,,,,,800.0,800.0,50.0,,,"[803, 1606, 2406]","[999, 1999]",0.4,196.0,00:00:00,0.3987770527601242
LCDD,Ceravolo,sudden_trace_noise10_1000_RIO,,,,,,,200.0,200.0,100.0,,,[447],[499],1.0,52.0,00:00:00,0.0244036018848419
LCDD,Ceravolo,sudden_trace_noise15_1000_pl,,,,,,,400.0,400.0,10.0,,,[],[499],,,00:00:00,0.0228136628866195
LCDD,Ceravolo,sudden_trace_noise15_1000_IOR,,,,,,,100.0,100.0,5.0,,,[447],[499],1.0,52.0,00:00:00,0.027687057852745
LCDD,Ceravolo,sudden_trace_noise20_1000_OIR,,,,,,,200.0,200.0,150.0,,,[447],[499],1.0,52.0,00:00:00,0.0275361090898513
LCDD,Ceravolo,sudden_trace_noise0_1000_cp,,,,,,,300.0,300.0,200.0,,,[447],[499],1.0,52.0,00:00:00,0.0229671001434326
LCDD,Ceravolo,sudden_trace_noise5_1000_pm,,,,,,,300.0,300.0,150.0,,,[448],[499],1.0,51.0,00:00:00,0.0212454795837402
LCDD,Ceravolo,sudden_trace_noise20_1000_OIR,,,,,,,600.0,600.0,10.0,,,[],[499],,,00:00:00,0.0250057578086853
LCDD,Ceravolo,sudden_trace_noise10_1000_sw,,,,,,,400.0,400.0,150.0,,,[448],[499],1.0,51.0,00:00:00,0.0208363831043243
LCDD,Ostovar,Nested_IOR_output_IOR_2,,,,,,,100.0,100.0,150.0,,,"[100, 200, 302, 403, 504, 607, 709, 809, 909, 1009, 1109, 1211, 1311, 1411, 1520, 1621, 1724, 1824, 1924, 2025, 2125, 2226, 2326, 2426, 2534, 2634, 2734, 2834, 2934]","[999, 1999]",0.1290322580645161,18.0,00:00:00,0.2898225486278534
LCDD,Ceravolo,sudden_trace_noise10_1000_OIR,,,,,,,300.0,300.0,20.0,,,[447],[499],1.0,52.0,00:00:00,0.0263882130384445
LCDD,Ostovar,Atomic_SerialMove_output_SerialMove_2,,,,,,,800.0,800.0,50.0,,,"[804, 1605, 2417]","[999, 1999]",0.4,195.0,00:00:00,0.2333607971668243
LCDD,Ceravolo,sudden_trace_noise0_1000_RIO,,,,,,,400.0,400.0,50.0,,,[447],[499],1.0,52.0,00:00:00,0.0218303054571151
LCDD,Ostovar,Composite_ORI_output_ORI,,,,,,,200.0,200.0,100.0,,,"[743, 943, 1143, 1822, 2022]","[999, 1999]",0.5714285714285715,39.5,00:00:00,0.3570977300405502
LCDD,Ceravolo,sudden_trace_noise0_1000_pl,,,,,,,800.0,800.0,100.0,,,[],[499],,,00:00:00,0.0216031223535537
LCDD,Ostovar,Nested_IOR_output_IOR,,,,,,,600.0,600.0,5.0,,,[754],"[999, 1999]",,,00:00:00,0.3583209067583084
LCDD,Ostovar,Nested_IOR_output_IOR,,,,,,,600.0,600.0,10.0,,,[754],"[999, 1999]",,,00:00:00,0.3572853803634643
LCDD,Ostovar,Composite_IRO_output_IRO,,,,,,,800.0,800.0,5.0,,,[925],"[999, 1999]",0.6666666666666666,74.0,00:00:00,0.2541469633579254
LCDD,Ceravolo,sudden_trace_noise20_1000_ROI,,,,,,,100.0,100.0,20.0,,,[447],[499],1.0,52.0,00:00:00,0.026315227150917
LCDD,Ceravolo,sudden_trace_noise15_1000_pm,,,,,,,600.0,600.0,20.0,,,[],[499],,,00:00:00,0.0209761708974838
LCDD,Ostovar,Atomic_Loop_output_Loop_5,,,,,,,200.0,200.0,100.0,,,"[201, 401, 604, 804, 1005, 1206, 1408, 1612, 1812, 2013, 2214, 2414, 2624, 2825]","[999, 1999]",0.25,10.0,00:00:00,0.2176482379436493
LCDD,Ceravolo,sudden_trace_noise0_1000_ROI,,,,,,,100.0,100.0,20.0,,,[447],[499],1.0,52.0,00:00:00,0.0286585092544555
LCDD,Ceravolo,sudden_trace_noise15_1000_OIR,,,,,,,100.0,100.0,100.0,,,[447],[499],1.0,52.0,00:00:00,0.0321840345859527
LCDD,Ostovar,Composite_IRO_output_IRO_2,,,,,,,600.0,600.0,200.0,,,"[600, 1205, 1806, 2410]","[999, 1999]",0.3333333333333333,193.0,00:00:00,0.2267094850540161
