Algorithm,Log Source,Log,Window Size,SW Step Size,Min Adaptive Window,Max Adaptive Window,ADWIN Step Size,P-Value,Complete-Window Size,Detection-Window Size,Stable Period,MRID,Epsilon,Detected Changepoints,Actual Changepoints for Log,F1-Score,Average Lag,Duration,Duration (Seconds)
LCDD,Ostovar,Composite_OIR_output_OIR_2,,,,,,,100.0,100.0,150.0,,,"[101, 204, 305, 405, 507, 607, 707, 807, 907, 1007, 1109, 1211, 1311, 1415, 1531, 1633, 1733, 1833, 1933, 2033, 2141, 2241, 2341, 2442, 2546, 2649, 2749, 2849, 2951]","[999, 1999]",0.1290322580645161,21.0,00:00:00,0.213945060968399
LCDD,Ostovar,Atomic_SerialMove_output_SerialMove,,,,,,,400.0,400.0,200.0,,,"[909, 1309, 1916, 2316]","[999, 1999]",0.6666666666666666,86.5,00:00:00,0.4601191282272339
LCDD,Ostovar,Nested_IRO_output_IRO,,,,,,,400.0,400.0,150.0,,,"[721, 1121, 1824, 2224]","[999, 1999]",0.6666666666666666,148.5,00:00:00,0.5480224639177322
LCDD,Ceravolo,sudden_trace_noise15_1000_cf,,,,,,,800.0,800.0,200.0,,,[],[499],,,00:00:00,0.0209684371948242
LCDD,Ceravolo,sudden_trace_noise0_1000_pl,,,,,,,100.0,100.0,10.0,,,[],[499],,,00:00:00,0.0306995809078216
LCDD,Ceravolo,sudden_trace_noise0_1000_sw,,,,,,,200.0,200.0,5.0,,,[448],[499],1.0,51.0,00:00:00,0.0249976515769958
LCDD,Ostovar,Composite_IRO_output_IRO_5,,,,,,,400.0,400.0,10.0,,,"[400, 804, 1204, 1604, 2007, 2411, 2811]","[999, 1999]",0.4444444444444445,101.5,00:00:00,0.2291964739561081
LCDD,Ceravolo,sudden_trace_noise5_1000_OIR,,,,,,,400.0,400.0,150.0,,,[447],[499],1.0,52.0,00:00:00,0.0259998738765716
LCDD,Ostovar,Atomic_ConditionalToSequence_output_ConditionalToSequence,,,,,,,600.0,600.0,150.0,,,[908],"[999, 1999]",0.6666666666666666,91.0,00:00:00,0.2815179228782654
LCDD,Ceravolo,sudden_trace_noise10_1000_lp,,,,,,,100.0,100.0,150.0,,,[448],[499],1.0,51.0,00:00:00,0.1382711380720138
LCDD,Ostovar,Nested_IRO_output_IRO_5,,,,,,,600.0,600.0,100.0,,,"[600, 1202, 1803, 2409]","[999, 1999]",0.3333333333333333,196.0,00:00:00,0.3148484379053116
LCDD,Ceravolo,sudden_trace_noise15_1000_sw,,,,,,,600.0,600.0,100.0,,,[],[499],,,00:00:00,0.0209986716508865
LCDD,Ostovar,Nested_ROI_output_ROI,,,,,,,200.0,200.0,150.0,,,"[930, 1130, 1914, 2114]","[999, 1999]",0.6666666666666666,77.0,00:00:00,0.3031164109706878
LCDD,Ceravolo,sudden_trace_noise10_1000_cf,,,,,,,100.0,100.0,50.0,,,[447],[499],1.0,52.0,00:00:00,0.0286233127117156
LCDD,Ostovar,Atomic_ParallelRemoval_output_ParallelRemoval,,,,,,,300.0,300.0,100.0,,,[918],"[999, 1999]",0.6666666666666666,81.0,00:00:00,0.4506841450929642
LCDD,Ostovar,Nested_OIR_output_OIR,,,,,,,400.0,400.0,150.0,,,"[899, 1299, 1908, 2308]","[999, 1999]",0.6666666666666666,95.5,00:00:00,0.266078919172287
LCDD,Ceravolo,sudden_trace_noise10_1000_re,,,,,,,100.0,100.0,200.0,,,[447],[499],1.0,52.0,00:00:00,0.0299376398324966
LCDD,Ostovar,Composite_IOR_output_IOR_2,,,,,,,1200.0,1200.0,10.0,,,"[1200, 2401]","[999, 1999]",,,00:00:00,0.2022943794727325
LCDD,Ceravolo,sudden_trace_noise10_1000_sw,,,,,,,1200.0,1200.0,100.0,,,[],[499],,,00:00:00,0.0202645063400268
LCDD,Ceravolo,sudden_trace_noise0_1000_sw,,,,,,,200.0,200.0,100.0,,,[448],[499],1.0,51.0,00:00:00,0.0254431813955307
LCDD,Ostovar,Nested_RIO_output_RIO,,,,,,,800.0,800.0,150.0,,,[885],"[999, 1999]",0.6666666666666666,114.0,00:00:00,0.2969729751348495
LCDD,Ceravolo,sudden_trace_noise20_1000_pl,,,,,,,600.0,600.0,200.0,,,[],[499],,,00:00:00,0.0203049927949905
LCDD,Bose,bose_log,,,,,,,800.0,800.0,20.0,,,"[1225, 2231, 3065, 3947, 4800, 5634]","[1199, 2399, 3599, 4799]",0.6,65.0,00:00:00,0.147939845919609
LCDD,Ceravolo,sudden_trace_noise5_1000_re,,,,,,,100.0,100.0,20.0,,,[447],[499],1.0,52.0,00:00:00,0.0279794037342071
LCDD,Ostovar,Nested_OIR_output_OIR_5,,,,,,,400.0,400.0,20.0,,,"[401, 807, 1209, 1610, 2012, 2423, 2823]","[999, 1999]",0.4444444444444445,102.5,00:00:00,0.2325230687856674
LCDD,Ostovar,Atomic_ParallelMove_output_ParallelMove_5,,,,,,,400.0,400.0,200.0,,,"[400, 802, 1202, 1603, 2004, 2407, 2807]","[999, 1999]",0.4444444444444445,101.0,00:00:00,0.2357814460992813
LCDD,Ceravolo,sudden_trace_noise10_1000_cb,,,,,,,400.0,400.0,20.0,,,[447],[499],1.0,52.0,00:00:00,0.0199462175369262
LCDD,Ostovar,Nested_RIO_output_RIO_2,,,,,,,600.0,600.0,5.0,,,"[600, 1200, 1803, 2406]","[999, 1999]",0.3333333333333333,196.0,00:00:00,0.2600741982460022
LCDD,Ostovar,Atomic_SerialRemoval_output_SerialRemoval_2,,,,,,,600.0,600.0,150.0,,,"[600, 1200, 1803, 2407]","[999, 1999]",0.3333333333333333,196.0,00:00:00,0.198931947350502
LCDD,Ceravolo,sudden_trace_noise10_1000_ROI,,,,,,,600.0,600.0,150.0,,,[],[499],,,00:00:00,0.0201997905969619
LCDD,Ceravolo,sudden_trace_noise10_1000_cd,,,,,,,1200.0,1200.0,100.0,,,[],[499],,,00:00:00,0.0198680907487869
LCDD,Ceravolo,sudden_trace_noise15_1000_RIO,,,,,,,600.0,600.0,20.0,,,[],[499],,,00:00:00,0.0223485976457595
LCDD,Ostovar,Atomic_ParallelRemoval_output_ParallelRemoval,,,,,,,200.0,200.0,100.0,,,[918],"[999, 1999]",0.6666666666666666,81.0,00:00:00,0.2999659776687622
LCDD,Ceravolo,sudden_trace_noise15_1000_IOR,,,,,,,300.0,300.0,200.0,,,[447],[499],1.0,52.0,00:00:00,0.0212935954332351
LCDD,Ostovar,Composite_ROI_output_ROI_2,,,,,,,300.0,300.0,100.0,,,"[303, 605, 905, 1206, 1514, 1814, 2114, 2414, 2724]","[999, 1999]",0.3636363636363636,104.5,00:00:00,0.2233180999755859
LCDD,Ceravolo,sudden_trace_noise5_1000_sw,,,,,,,400.0,400.0,5.0,,,[448],[499],1.0,51.0,00:00:00,0.0216152966022491
LCDD,Ceravolo,sudden_trace_noise5_1000_lp,,,,,,,300.0,300.0,5.0,,,[448],[499],1.0,51.0,00:00:00,0.0249429494142532
LCDD,Ceravolo,sudden_trace_noise20_1000_RIO,,,,,,,1200.0,1200.0,100.0,,,[],[499],,,00:00:00,0.0194069445133209
LCDD,Ostovar,Composite_RIO_output_RIO_2,,,,,,,800.0,800.0,10.0,,,"[803, 1606, 2406]","[999, 1999]",0.4,196.0,00:00:00,0.2292327582836151
LCDD,Ostovar,Composite_IOR_output_IOR_5,,,,,,,600.0,600.0,150.0,,,"[609, 1211, 1811, 2415]","[999, 1999]",0.3333333333333333,188.0,00:00:00,0.2081813514232635
LCDD,Ceravolo,sudden_trace_noise20_1000_cp,,,,,,,800.0,800.0,150.0,,,[],[499],,,00:00:00,0.0204083770513534
LCDD,Ostovar,Atomic_Skip_output_Skip,,,,,,,300.0,300.0,10.0,,,[919],"[999, 1999]",0.6666666666666666,80.0,00:00:00,0.3115554600954056
LCDD,Ostovar,Atomic_Loop_output_Loop_5,,,,,,,600.0,600.0,150.0,,,"[604, 1206, 1806, 2409]","[999, 1999]",0.3333333333333333,193.0,00:00:00,0.2243108302354812
LCDD,Ceravolo,sudden_trace_noise20_1000_pl,,,,,,,300.0,300.0,100.0,,,[],[499],,,00:00:00,0.0252504646778106
LCDD,Ostovar,Composite_ORI_output_ORI_5,,,,,,,100.0,100.0,10.0,,,"[100, 202, 303, 404, 506, 607, 708, 808, 909, 1013, 1115, 1215, 1315, 1416, 1516, 1618, 1720, 1821, 1921, 2024, 2126, 2226, 2328, 2428, 2528, 2628, 2732, 2833, 2934]","[999, 1999]",0.1290322580645161,19.5,00:00:00,0.280270591378212
LCDD,Ceravolo,sudden_trace_noise15_1000_pm,,,,,,,400.0,400.0,150.0,,,[448],[499],1.0,51.0,00:00:00,0.0199550539255142
LCDD,Ostovar,Nested_RIO_output_RIO_2,,,,,,,100.0,100.0,100.0,,,"[106, 207, 310, 410, 512, 617, 717, 820, 922, 1025, 1125, 1227, 1328, 1428, 1530, 1630, 1736, 1836, 1937, 2037, 2142, 2246, 2352, 2452, 2553, 2653, 2759, 2859, 2959]","[999, 1999]",0.1290322580645161,32.0,00:00:00,0.2610687613487243
LCDD,Ceravolo,sudden_trace_noise20_1000_cf,,,,,,,600.0,600.0,10.0,,,[],[499],,,00:00:00,0.0214098989963531
LCDD,Ceravolo,sudden_trace_noise20_1000_cf,,,,,,,100.0,100.0,10.0,,,[447],[499],1.0,52.0,00:00:00,0.0270646214485168
LCDD,Ostovar,Nested_ROI_output_ROI_2,,,,,,,100.0,100.0,200.0,,,"[100, 201, 304, 404, 505, 606, 707, 812, 915, 1027, 1130, 1234, 1336, 1442, 1545, 1645, 1746, 1847, 1948, 2048, 2148, 2249, 2350, 2450, 2550, 2651, 2751, 2851, 2953]","[999, 1999]",0.1290322580645161,38.5,00:00:00,0.2155105918645858
LCDD,Ostovar,Atomic_SerialRemoval_output_SerialRemoval_5,,,,,,,200.0,200.0,20.0,,,"[202, 402, 606, 819, 1019, 1220, 1427, 1627, 1827, 2027, 2228, 2428, 2628, 2830]","[999, 1999]",0.25,24.0,00:00:00,0.3850072920322418
LCDD,Ostovar,Atomic_ConditionalRemoval_output_ConditionalRemoval_5,,,,,,,100.0,100.0,10.0,,,"[101, 202, 302, 402, 502, 602, 702, 804, 904, 1004, 1104, 1205, 1307, 1410, 1513, 1615, 1716, 1816, 1916, 2016, 2117, 2217, 2317, 2418, 2522, 2623, 2723, 2825, 2926]","[999, 1999]",0.1290322580645161,11.0,00:00:00,0.2015532404184341
LCDD,Ceravolo,sudden_trace_noise10_1000_OIR,,,,,,,400.0,400.0,5.0,,,[447],[499],1.0,52.0,00:00:00,0.0247467160224914
LCDD,Ceravolo,sudden_trace_noise5_1000_cd,,,,,,,400.0,400.0,150.0,,,[],[499],,,00:00:00,0.0241528451442718
LCDD,Ceravolo,sudden_trace_noise20_1000_IOR,,,,,,,300.0,300.0,5.0,,,[447],[499],1.0,52.0,00:00:00,0.0200910121202468
LCDD,Ostovar,Atomic_Frequency_output_Frequency_5,,,,,,,600.0,600.0,20.0,,,"[600, 1202, 1808, 2408]","[999, 1999]",0.3333333333333333,191.0,00:00:00,0.1554215252399444
LCDD,Ceravolo,sudden_trace_noise0_1000_pl,,,,,,,600.0,600.0,50.0,,,[],[499],,,00:00:00,0.0224945247173309
LCDD,Ostovar,Atomic_SerialMove_output_SerialMove,,,,,,,100.0,100.0,10.0,,,"[909, 1009, 1916, 2016]","[999, 1999]",0.6666666666666666,13.5,00:00:00,0.3505517244338989
LCDD,Ceravolo,sudden_trace_noise20_1000_IOR,,,,,,,300.0,300.0,200.0,,,[447],[499],1.0,52.0,00:00:00,0.0210746079683303
LCDD,Ostovar,Atomic_Frequency_output_Frequency_5,,,,,,,600.0,600.0,100.0,,,"[600, 1202, 1808, 2408]","[999, 1999]",0.3333333333333333,191.0,00:00:00,0.1571530103683471
LCDD,Ostovar,Atomic_ConditionalToSequence_output_ConditionalToSequence_5,,,,,,,400.0,400.0,5.0,,,"[404, 805, 1205, 1605, 2005, 2405, 2811]","[999, 1999]",0.4444444444444445,100.0,00:00:00,0.2270892560482025
LCDD,Ostovar,Atomic_ParallelToSequence_output_ParallelToSequence,,,,,,,800.0,800.0,150.0,,,[],"[999, 1999]",,,00:00:00,0.3228317201137543
LCDD,Ceravolo,sudden_trace_noise20_1000_sw,,,,,,,800.0,800.0,10.0,,,[],[499],,,00:00:00,0.0198166370391845
LCDD,Ostovar,Composite_IOR_output_IOR_2,,,,,,,800.0,800.0,5.0,,,"[807, 1613, 2413]","[999, 1999]",0.4,192.0,00:00:00,0.2101783007383346
LCDD,Ostovar,Atomic_Loop_output_Loop_2,,,,,,,200.0,200.0,200.0,,,"[204, 404, 607, 807, 1012, 1214, 1415, 1615, 1817, 2019, 2227, 2427, 2627, 2830]","[999, 1999]",0.25,16.5,00:00:00,0.2191956341266632
LCDD,Ceravolo,sudden_trace_noise0_1000_cp,,,,,,,200.0,200.0,5.0,,,[447],[499],1.0,52.0,00:00:00,0.025596261024475
LCDD,Ceravolo,sudden_trace_noise15_1000_cd,,,,,,,200.0,200.0,200.0,,,[],[499],,,00:00:00,0.0279727280139923
LCDD,Ostovar,Nested_OIR_output_OIR_5,,,,,,,100.0,100.0,100.0,,,"[100, 203, 303, 404, 504, 606, 708, 809, 909, 1011, 1111, 1211, 1312, 1413, 1518, 1619, 1723, 1823, 1923, 2023, 2128, 2228, 2328, 2429, 2531, 2633, 2733, 2835, 2937]","[999, 1999]",0.1290322580645161,18.0,00:00:00,0.2304080128669738
LCDD,Ceravolo,sudden_trace_noise10_1000_pl,,,,,,,800.0,800.0,100.0,,,[],[499],,,00:00:00,0.0202211439609527
LCDD,Ostovar,Atomic_Frequency_output_Frequency_2,,,,,,,800.0,800.0,200.0,,,"[805, 1617, 2419]","[999, 1999]",0.4,194.0,00:00:00,0.1539749801158905
LCDD,Ostovar,Nested_ROI_output_ROI,,,,,,,400.0,400.0,100.0,,,"[930, 1330, 1914, 2314]","[999, 1999]",0.6666666666666666,77.0,00:00:00,0.247245043516159
LCDD,Ostovar,Nested_ORI_output_ORI_5,,,,,,,600.0,600.0,150.0,,,"[601, 1201, 1801, 2406]","[999, 1999]",0.3333333333333333,198.0,00:00:00,0.2639922350645065
LCDD,Ceravolo,sudden_trace_noise10_1000_pm,,,,,,,100.0,100.0,50.0,,,[448],[499],1.0,51.0,00:00:00,0.0276703387498855
LCDD,Ceravolo,sudden_trace_noise5_1000_cd,,,,,,,600.0,600.0,200.0,,,[],[499],,,00:00:00,0.021656334400177
LCDD,Ceravolo,sudden_trace_noise20_1000_re,,,,,,,400.0,400.0,5.0,,,[447],[499],1.0,52.0,00:00:00,0.0191116482019424
LCDD,Ostovar,Nested_RIO_output_RIO,,,,,,,400.0,400.0,100.0,,,"[885, 1285, 1910, 2310]","[999, 1999]",0.6666666666666666,101.5,00:00:00,0.2923918962478637
LCDD,Ceravolo,sudden_trace_noise10_1000_cd,,,,,,,300.0,300.0,5.0,,,[],[499],,,00:00:00,0.0252028405666351
LCDD,Ceravolo,sudden_trace_noise0_1000_IOR,,,,,,,800.0,800.0,100.0,,,[],[499],,,00:00:00,0.0221185982227325
LCDD,Ceravolo,sudden_trace_noise0_1000_IRO,,,,,,,200.0,200.0,100.0,,,[447],[499],1.0,52.0,00:00:00,0.0266279578208923
LCDD,Ceravolo,sudden_trace_noise15_1000_ROI,,,,,,,200.0,200.0,200.0,,,[447],[499],1.0,52.0,00:00:00,0.0226238220930099
LCDD,Ostovar,Atomic_Skip_output_Skip_2,,,,,,,300.0,300.0,50.0,,,"[301, 602, 903, 1204, 1504, 1807, 2111, 2413, 2715]","[999, 1999]",0.3636363636363636,104.0,00:00:00,0.4019325524568558
LCDD,Ostovar,Composite_IOR_output_IOR_5,,,,,,,100.0,100.0,5.0,,,"[100, 202, 303, 404, 505, 605, 707, 810, 910, 1017, 1117, 1220, 1320, 1421, 1521, 1624, 1729, 1831, 1933, 2035, 2140, 2240, 2341, 2441, 2541, 2641, 2741, 2843, 2943]","[999, 1999]",0.1290322580645161,27.0,00:00:00,0.2095903009176254
LCDD,Ostovar,Atomic_Swap_output_Swap_2,,,,,,,200.0,200.0,5.0,,,"[201, 401, 602, 804, 1004, 1204, 1408, 1609, 1809, 2026, 2226, 2430, 2631, 2839]","[999, 1999]",0.25,16.0,00:00:00,0.2151074707508087
LCDD,Ceravolo,sudden_trace_noise15_1000_IRO,,,,,,,400.0,400.0,10.0,,,[447],[499],1.0,52.0,00:00:00,0.02420474588871
LCDD,Ostovar,Atomic_SerialRemoval_output_SerialRemoval,,,,,,,600.0,600.0,200.0,,,[923],"[999, 1999]",0.6666666666666666,76.0,00:00:00,0.2432885468006134
LCDD,Ostovar,Nested_ROI_output_ROI,,,,,,,1200.0,1200.0,150.0,,,[],"[999, 1999]",,,00:00:00,0.2486065030097961
LCDD,Ceravolo,sudden_trace_noise20_1000_re,,,,,,,100.0,100.0,100.0,,,[447],[499],1.0,52.0,00:00:00,0.0273261219263076
LCDD,Ostovar,Atomic_Skip_output_Skip_2,,,,,,,600.0,600.0,200.0,,,"[600, 1204, 1807, 2407]","[999, 1999]",0.3333333333333333,192.0,00:00:00,0.2190891653299331
LCDD,Ostovar,Atomic_SerialRemoval_output_SerialRemoval,,,,,,,300.0,300.0,200.0,,,"[923, 1223, 1923]","[999, 1999]",0.8,76.0,00:00:00,0.258751705288887
LCDD,Ceravolo,sudden_trace_noise5_1000_OIR,,,,,,,600.0,600.0,10.0,,,[],[499],,,00:00:00,0.026267722249031
LCDD,Ceravolo,sudden_trace_noise5_1000_pl,,,,,,,200.0,200.0,150.0,,,[],[499],,,00:00:00,0.0280492454767227
LCDD,Ostovar,Nested_IOR_output_IOR_2,,,,,,,100.0,100.0,5.0,,,"[100, 200, 302, 403, 504, 607, 709, 809, 909, 1009, 1109, 1211, 1311, 1411, 1520, 1621, 1724, 1824, 1924, 2025, 2125, 2226, 2326, 2426, 2534, 2634, 2734, 2834, 2934]","[999, 1999]",0.1290322580645161,18.0,00:00:00,0.4996669292449951
LCDD,Ceravolo,sudden_trace_noise20_1000_RIO,,,,,,,600.0,600.0,10.0,,,[],[499],,,00:00:00,0.0217448770999908
LCDD,Ceravolo,sudden_trace_noise10_1000_cp,,,,,,,400.0,400.0,200.0,,,[447],[499],1.0,52.0,00:00:00,0.0215380787849426
LCDD,Ostovar,Composite_IOR_output_IOR,,,,,,,1200.0,1200.0,200.0,,,[],"[999, 1999]",,,00:00:00,0.2398868352174759
LCDD,Ostovar,Atomic_ConditionalRemoval_output_ConditionalRemoval,,,,,,,300.0,300.0,5.0,,,[901],"[999, 1999]",0.6666666666666666,98.0,00:00:00,0.2875696122646332
LCDD,Ceravolo,sudden_trace_noise10_1000_cd,,,,,,,800.0,800.0,20.0,,,[],[499],,,00:00:00,0.0203212201595306
LCDD,Ostovar,Atomic_ParallelMove_output_ParallelMove,,,,,,,100.0,100.0,10.0,,,"[906, 1006, 1869, 1969]","[999, 1999]",0.6666666666666666,18.5,00:00:00,0.3501513004302978
LCDD,Ceravolo,sudden_trace_noise5_1000_ROI,,,,,,,100.0,100.0,100.0,,,[447],[499],1.0,52.0,00:00:00,0.0282122492790222
LCDD,Ostovar,Atomic_Skip_output_Skip,,,,,,,1200.0,1200.0,200.0,,,[],"[999, 1999]",,,00:00:00,0.2555940151214599
LCDD,Ostovar,Composite_IRO_output_IRO,,,,,,,600.0,600.0,150.0,,,[925],"[999, 1999]",0.6666666666666666,74.0,00:00:00,0.4610722661018371
LCDD,Ostovar,Atomic_SerialMove_output_SerialMove_5,,,,,,,1200.0,1200.0,20.0,,,"[1201, 2402]","[999, 1999]",,,00:00:00,0.2390128076076507
LCDD,Ostovar,Atomic_SerialRemoval_output_SerialRemoval_5,,,,,,,100.0,100.0,150.0,,,"[101, 202, 302, 402, 502, 606, 706, 819, 919, 1019, 1120, 1220, 1322, 1427, 1528, 1629, 1729, 1830, 1930, 2037, 2142, 2242, 2344, 2444, 2544, 2645, 2745, 2845, 2945]","[999, 1999]",0.1290322580645161,29.0,00:00:00,0.2132349759340286
LCDD,Ceravolo,sudden_trace_noise10_1000_re,,,,,,,600.0,600.0,200.0,,,[],[499],,,00:00:00,0.02083221077919
LCDD,Ostovar,Nested_OIR_output_OIR_2,,,,,,,800.0,800.0,200.0,,,"[803, 1607, 2407]","[999, 1999]",0.4,196.0,00:00:00,0.2234684228897094
LCDD,Ostovar,Nested_IRO_output_IRO_2,,,,,,,800.0,800.0,5.0,,,"[803, 1605, 2406]","[999, 1999]",0.4,196.0,00:00:00,0.3067061901092529
LCDD,Ceravolo,sudden_trace_noise10_1000_lp,,,,,,,300.0,300.0,50.0,,,[448],[499],1.0,51.0,00:00:00,0.0256365984678268
LCDD,Ostovar,Atomic_ConditionalRemoval_output_ConditionalRemoval_5,,,,,,,800.0,800.0,20.0,,,"[801, 1601, 2410]","[999, 1999]",0.4,198.0,00:00:00,0.1993765830993652
LCDD,Ostovar,Nested_RIO_output_RIO_5,,,,,,,600.0,600.0,150.0,,,"[600, 1200, 1801, 2402]","[999, 1999]",0.3333333333333333,198.0,00:00:00,0.2679618448019027
LCDD,Ostovar,Atomic_ConditionalToSequence_output_ConditionalToSequence_5,,,,,,,1200.0,1200.0,100.0,,,"[1200, 2406]","[999, 1999]",,,00:00:00,0.2292124480009079
LCDD,Ostovar,Atomic_Skip_output_Skip_5,,,,,,,600.0,600.0,10.0,,,"[601, 1201, 1804, 2404]","[999, 1999]",0.3333333333333333,195.0,00:00:00,0.2252140194177627
LCDD,Ostovar,Nested_IRO_output_IRO,,,,,,,200.0,200.0,200.0,,,[721],"[999, 1999]",,,00:00:00,0.4423475116491318
LCDD,Ceravolo,sudden_trace_noise10_1000_OIR,,,,,,,1200.0,1200.0,150.0,,,[],[499],,,00:00:00,0.0247187614440917
LCDD,Ceravolo,sudden_trace_noise15_1000_sw,,,,,,,200.0,200.0,10.0,,,[448],[499],1.0,51.0,00:00:00,0.0248857587575912
LCDD,Ostovar,Composite_ORI_output_ORI_2,,,,,,,300.0,300.0,10.0,,,"[302, 609, 911, 1211, 1514, 1819, 2120, 2425, 2725]","[999, 1999]",0.3636363636363636,104.5,00:00:00,0.2741090357303619
LCDD,Ostovar,Nested_ORI_output_ORI_5,,,,,,,300.0,300.0,150.0,,,"[302, 605, 907, 1213, 1513, 1814, 2114, 2414, 2715]","[999, 1999]",0.3636363636363636,103.5,00:00:00,0.2561866044998169
LCDD,Ceravolo,sudden_trace_noise15_1000_RIO,,,,,,,400.0,400.0,150.0,,,[447],[499],1.0,52.0,00:00:00,0.0268413722515106
LCDD,Ostovar,Atomic_Loop_output_Loop_5,,,,,,,200.0,200.0,10.0,,,"[201, 401, 604, 804, 1005, 1206, 1408, 1612, 1812, 2013, 2214, 2414, 2624, 2825]","[999, 1999]",0.25,10.0,00:00:00,0.2205676883459091
LCDD,Ceravolo,sudden_trace_noise20_1000_re,,,,,,,400.0,400.0,150.0,,,[447],[499],1.0,52.0,00:00:00,0.0194633454084396
LCDD,Ceravolo,sudden_trace_noise20_1000_cf,,,,,,,300.0,300.0,5.0,,,[447],[499],1.0,52.0,00:00:00,0.0205596983432769
LCDD,Ostovar,Nested_IRO_output_IRO,,,,,,,600.0,600.0,200.0,,,[721],"[999, 1999]",,,00:00:00,0.384111151099205
LCDD,Ceravolo,sudden_trace_noise10_1000_cd,,,,,,,300.0,300.0,200.0,,,[],[499],,,00:00:00,0.0256384909152984
LCDD,Ostovar,Composite_ORI_output_ORI_5,,,,,,,800.0,800.0,10.0,,,"[800, 1601, 2402]","[999, 1999]",0.4,199.0,00:00:00,0.2774159759283066
LCDD,Ostovar,Atomic_ConditionalRemoval_output_ConditionalRemoval_5,,,,,,,400.0,400.0,10.0,,,"[400, 801, 1201, 1601, 2002, 2410, 2813]","[999, 1999]",0.4444444444444445,100.5,00:00:00,0.2037116587162017
LCDD,Ostovar,Composite_ORI_output_ORI_2,,,,,,,1200.0,1200.0,20.0,,,"[1200, 2408]","[999, 1999]",,,00:00:00,0.2732155472040176
LCDD,Ceravolo,sudden_trace_noise10_1000_re,,,,,,,800.0,800.0,20.0,,,[],[499],,,00:00:00,0.0198042094707489
LCDD,Ostovar,Atomic_Swap_output_Swap_5,,,,,,,100.0,100.0,100.0,,,"[101, 201, 302, 406, 507, 612, 715, 819, 921, 1021, 1121, 1221, 1321, 1421, 1521, 1621, 1721, 1822, 1923, 2027, 2132, 2232, 2333, 2435, 2537, 2637, 2741, 2841, 2943]","[999, 1999]",0.1290322580645161,25.0,00:00:00,0.2164289951324463
LCDD,Ostovar,Atomic_SerialMove_output_SerialMove_5,,,,,,,600.0,600.0,5.0,,,"[600, 1201, 1807, 2408]","[999, 1999]",0.3333333333333333,192.0,00:00:00,0.2387973964214325
LCDD,Ceravolo,sudden_trace_noise10_1000_OIR,,,,,,,100.0,100.0,10.0,,,[447],[499],1.0,52.0,00:00:00,0.0334530770778656
LCDD,Ceravolo,sudden_trace_noise5_1000_re,,,,,,,600.0,600.0,10.0,,,[],[499],,,00:00:00,0.0212292969226837
LCDD,Ceravolo,sudden_trace_noise0_1000_cf,,,,,,,400.0,400.0,50.0,,,[447],[499],1.0,52.0,00:00:00,0.0219373404979705
LCDD,Ostovar,Composite_IRO_output_IRO_5,,,,,,,100.0,100.0,10.0,,,"[101, 206, 307, 407, 508, 608, 713, 816, 916, 1016, 1116, 1216, 1316, 1417, 1518, 1621, 1722, 1822, 1923, 2024, 2127, 2227, 2329, 2431, 2535, 2636, 2736, 2839, 2940]","[999, 1999]",0.1290322580645161,21.0,00:00:00,0.2269789427518844
LCDD,Ceravolo,sudden_trace_noise0_1000_pm,,,,,,,400.0,400.0,200.0,,,[448],[499],1.0,51.0,00:00:00,0.0214238613843917
LCDD,Ostovar,Atomic_ConditionalToSequence_output_ConditionalToSequence,,,,,,,800.0,800.0,150.0,,,[908],"[999, 1999]",0.6666666666666666,91.0,00:00:00,0.2523159831762314
LCDD,Ceravolo,sudden_trace_noise5_1000_rp,,,,,,,600.0,600.0,5.0,,,[],[499],,,00:00:00,0.0211816430091857
LCDD,Ceravolo,sudden_trace_noise15_1000_pm,,,,,,,800.0,800.0,50.0,,,[],[499],,,00:00:00,0.0203985273838043
LCDD,Ostovar,Nested_IRO_output_IRO_5,,,,,,,100.0,100.0,50.0,,,"[100, 201, 301, 403, 503, 604, 705, 806, 906, 1006, 1107, 1209, 1309, 1409, 1509, 1612, 1712, 1812, 1912, 2013, 2114, 2217, 2317, 2420, 2523, 2623, 2724, 2825, 2925]","[999, 1999]",0.1290322580645161,10.5,00:00:00,0.3088602423667907
LCDD,Ostovar,Composite_OIR_output_OIR,,,,,,,600.0,600.0,200.0,,,[907],"[999, 1999]",0.6666666666666666,92.0,00:00:00,0.2658843547105789
LCDD,Ceravolo,sudden_trace_noise10_1000_IRO,,,,,,,800.0,800.0,100.0,,,[],[499],,,00:00:00,0.0226315110921859
LCDD,Ceravolo,sudden_trace_noise5_1000_pm,,,,,,,800.0,800.0,10.0,,,[],[499],,,00:00:00,0.0213161408901214
LCDD,Ostovar,Atomic_Frequency_output_Frequency,,,,,,,300.0,300.0,150.0,,,[],"[999, 1999]",,,00:00:00,0.230178415775299
LCDD,Ostovar,Composite_ROI_output_ROI_2,,,,,,,400.0,400.0,100.0,,,"[400, 801, 1206, 1606, 2007, 2409, 2809]","[999, 1999]",0.4444444444444445,103.0,00:00:00,0.2257504314184188
LCDD,Ceravolo,sudden_trace_noise20_1000_re,,,,,,,300.0,300.0,100.0,,,[447],[499],1.0,52.0,00:00:00,0.0197711884975433
LCDD,Ostovar,Composite_IRO_output_IRO,,,,,,,800.0,800.0,100.0,,,[925],"[999, 1999]",0.6666666666666666,74.0,00:00:00,0.2562058866024017
