Algorithm,Log Source,Log,Window Size,SW Step Size,Min Adaptive Window,Max Adaptive Window,ADWIN Step Size,P-Value,Complete-Window Size,Detection-Window Size,Stable Period,MRID,Epsilon,Detected Changepoints,Actual Changepoints for Log,F1-Score,Average Lag,Duration,Duration (Seconds),pen_scale
Zheng DBSCAN,Ceravolo,sudden_trace_noise5_1000_OIR,,,,,,,,,,800,320,[],[499],,,0:00:00,0,
Zheng DBSCAN,Ceravolo,sudden_trace_noise5_1000_OIR,,,,,,,,,,800,400,[],[499],,,0:00:00,0,
ProDrift,Ceravolo,sudden_trace_noise20_1000_OIR,200,2,,,,,,,,,,[410],[499],1,89,0:00:30,30,
ProDrift,Ostovar,Composite_OIR_output_OIR,50,2,,,,,,,,,,[],"[999, 1999]",,,0:08:50,530,
ProDrift,Ostovar,Atomic_Substitute_output_Substitute_5,250,2,,,,,,,,,,[],"[999, 1999]",,,0:06:09,369,
Zheng DBSCAN,Ceravolo,sudden_trace_noise20_1000_lp,,,,,,,,,,800,80,[],[499],,,0:00:00,0,
Zheng DBSCAN,Ceravolo,sudden_trace_noise20_1000_lp,,,,,,,,,,800,160,[],[499],,,0:00:00,0,
Zheng DBSCAN,Ceravolo,sudden_trace_noise20_1000_lp,,,,,,,,,,800,240,[],[499],,,0:00:00,0,
Zheng DBSCAN,Ceravolo,sudden_trace_noise20_1000_lp,,,,,,,,,,800,320,[],[499],,,0:00:00,0,
Zheng DBSCAN,Ceravolo,sudden_trace_noise20_1000_lp,,,,,,,,,,800,400,[],[499],,,0:00:00,0,
Earth Mover's Distance,Ostovar,Atomic_Frequency_output_Frequency,100,2,,,,,,,,,,"[756, 954, 1504, 1974]","[999, 1999]",0.666666667,35,0:04:09,249,
Bose J,Ceravolo,sudden_trace_noise10_1000_IRO,200,2,,,,,,,,,,[428],[499],1,71,0:00:26,26,
Bose WC,Ceravolo,sudden_trace_noise10_1000_IRO,200,2,,,,,,,,,,[428],[499],1,71,0:00:22,22,
Zheng DBSCAN,Ostovar,Nested_ORI_output_ORI_5,,,,,,,,,,400,40,[1497.091006423983],"[999, 1999]",,,0:00:10,10,
Zheng DBSCAN,Ostovar,Nested_ORI_output_ORI_5,,,,,,,,,,400,80,[1497.091006423983],"[999, 1999]",,,0:00:10,10,
Zheng DBSCAN,Ostovar,Nested_ORI_output_ORI_5,,,,,,,,,,400,120,[1497.091006423983],"[999, 1999]",,,0:00:10,10,
Zheng DBSCAN,Ostovar,Nested_ORI_output_ORI_5,,,,,,,,,,400,160,[1497.091006423983],"[999, 1999]",,,0:00:10,10,
Zheng DBSCAN,Ostovar,Nested_ORI_output_ORI_5,,,,,,,,,,400,200,[1497.091006423983],"[999, 1999]",,,0:00:10,10,
Zheng DBSCAN,Ostovar,Composite_RIO_output_RIO,,,,,,,,,,400,40,"[937.1428571428571, 1939.5]","[999, 1999]",1,60.67857143,0:00:07,7,
Zheng DBSCAN,Ostovar,Composite_RIO_output_RIO,,,,,,,,,,400,80,"[937.1428571428571, 1939.5]","[999, 1999]",1,60.67857143,0:00:07,7,
Zheng DBSCAN,Ostovar,Composite_RIO_output_RIO,,,,,,,,,,400,120,"[937.1428571428571, 1939.5]","[999, 1999]",1,60.67857143,0:00:07,7,
Zheng DBSCAN,Ostovar,Composite_RIO_output_RIO,,,,,,,,,,400,160,"[937.1428571428571, 1939.5]","[999, 1999]",1,60.67857143,0:00:07,7,
Zheng DBSCAN,Ostovar,Composite_RIO_output_RIO,,,,,,,,,,400,200,"[937.1428571428571, 1939.5]","[999, 1999]",1,60.67857143,0:00:07,7,
Earth Mover's Distance,Ceravolo,sudden_trace_noise0_1000_pl,400,2,,,,,,,,,,[],[499],,,0:00:00,0,
Zheng DBSCAN,Ostovar,Composite_IOR_output_IOR,,,,,,,,,,300,30,"[938.7692307692307, 1939.3846153846155]","[999, 1999]",1,59.92307692,0:00:04,4,
Zheng DBSCAN,Ostovar,Composite_IOR_output_IOR,,,,,,,,,,300,60,"[938.7692307692307, 1939.3846153846155]","[999, 1999]",1,59.92307692,0:00:04,4,
Zheng DBSCAN,Ostovar,Composite_IOR_output_IOR,,,,,,,,,,300,90,"[938.7692307692307, 1939.3846153846155]","[999, 1999]",1,59.92307692,0:00:04,4,
Zheng DBSCAN,Ostovar,Composite_IOR_output_IOR,,,,,,,,,,300,120,"[938.7692307692307, 1939.3846153846155]","[999, 1999]",1,59.92307692,0:00:04,4,
Zheng DBSCAN,Ostovar,Composite_IOR_output_IOR,,,,,,,,,,300,150,"[938.7692307692307, 1939.3846153846155]","[999, 1999]",1,59.92307692,0:00:04,4,
ProDrift,Ceravolo,sudden_trace_noise0_1000_IRO,250,2,,,,,,,,,,[414],[499],1,85,0:00:14,14,
ProDrift,Ceravolo,sudden_trace_noise0_1000_sw,200,2,,,,,,,,,,[420],[499],1,79,0:00:06,6,
Zheng DBSCAN,Ceravolo,sudden_trace_noise0_1000_re,,,,,,,,,,600,60,[],[499],,,0:00:00,0,
Zheng DBSCAN,Ceravolo,sudden_trace_noise0_1000_re,,,,,,,,,,600,120,[],[499],,,0:00:00,0,
Zheng DBSCAN,Ceravolo,sudden_trace_noise0_1000_re,,,,,,,,,,600,180,[],[499],,,0:00:00,0,
Zheng DBSCAN,Ceravolo,sudden_trace_noise0_1000_re,,,,,,,,,,600,240,[],[499],,,0:00:00,0,
Zheng DBSCAN,Ceravolo,sudden_trace_noise0_1000_re,,,,,,,,,,600,300,[],[499],,,0:00:00,0,
Bose J,Ceravolo,sudden_trace_noise5_1000_rp,100,2,,,,,,,,,,[],[499],,,0:00:26,26,
Bose WC,Ceravolo,sudden_trace_noise5_1000_rp,100,2,,,,,,,,,,[],[499],,,0:00:29,29,
Zheng DBSCAN,Ostovar,Nested_IOR_output_IOR,,,,,,,,,,600,60,"[880.0588235294117, 1699.0, 1896.0625]","[999, 1999]",0.8,110.9393382,0:00:09,9,
Zheng DBSCAN,Ostovar,Nested_IOR_output_IOR,,,,,,,,,,600,120,"[880.0588235294117, 1884.4705882352941]","[999, 1999]",1,116.7352941,0:00:09,9,
Zheng DBSCAN,Ostovar,Nested_IOR_output_IOR,,,,,,,,,,600,180,"[880.0588235294117, 1884.4705882352941]","[999, 1999]",1,116.7352941,0:00:09,9,
Zheng DBSCAN,Ostovar,Nested_IOR_output_IOR,,,,,,,,,,600,240,"[880.0588235294117, 1884.4705882352941]","[999, 1999]",1,116.7352941,0:00:09,9,
Zheng DBSCAN,Ostovar,Nested_IOR_output_IOR,,,,,,,,,,600,300,"[880.0588235294117, 1884.4705882352941]","[999, 1999]",1,116.7352941,0:00:09,9,
Bose J,Ceravolo,sudden_trace_noise0_1000_re,400,2,,,,,,,,,,[],[499],,,0:00:20,20,
Bose WC,Ceravolo,sudden_trace_noise0_1000_re,400,2,,,,,,,,,,[],[499],,,0:00:14,14,
Earth Mover's Distance,Ostovar,Composite_RIO_output_RIO_5,200,2,,,,,,,,,,"[946, 1944]","[999, 1999]",1,54,0:18:30,1110,
Bose J,Ceravolo,sudden_trace_noise5_1000_cf,500,2,,,,,,,,,,[],[499],,,0:00:08,8,
Bose WC,Ceravolo,sudden_trace_noise5_1000_cf,500,2,,,,,,,,,,[],[499],,,0:00:04,4,
ProDrift,Ostovar,Composite_RIO_output_RIO,250,2,,,,,,,,,,[],"[999, 1999]",,,0:11:15,675,
Zheng DBSCAN,Ostovar,Nested_ORI_output_ORI,,,,,,,,,,600,60,"[929.0, 1934.8]","[999, 1999]",1,67.1,0:00:08,8,
Zheng DBSCAN,Ostovar,Nested_ORI_output_ORI,,,,,,,,,,600,120,"[929.0, 1934.8]","[999, 1999]",1,67.1,0:00:08,8,
Zheng DBSCAN,Ostovar,Nested_ORI_output_ORI,,,,,,,,,,600,180,"[929.0, 1934.8]","[999, 1999]",1,67.1,0:00:08,8,
Zheng DBSCAN,Ostovar,Nested_ORI_output_ORI,,,,,,,,,,600,240,"[929.0, 1934.8]","[999, 1999]",1,67.1,0:00:08,8,
Zheng DBSCAN,Ostovar,Nested_ORI_output_ORI,,,,,,,,,,600,300,"[929.0, 1934.8]","[999, 1999]",1,67.1,0:00:08,8,
ProDrift,Ostovar,Nested_OIR_output_OIR,50,2,,,,,,,,,,[],"[999, 1999]",,,0:10:07,607,
Earth Mover's Distance,Ceravolo,sudden_trace_noise10_1000_IRO,600,2,,,,,,,,,,[],[499],,,0:00:00,0,
Bose J,Ostovar,Atomic_Swap_output_Swap,300,2,,,,,,,,,,"[720, 1190]","[999, 1999]",0.5,191,0:16:30,990,
Bose WC,Ostovar,Atomic_Swap_output_Swap,300,2,,,,,,,,,,[1162],"[999, 1999]",0.666666667,163,0:13:51,831,
ProDrift,Ceravolo,sudden_trace_noise10_1000_RIO,300,2,,,,,,,,,,[498],[499],1,1,0:00:08,8,
Bose J,Ostovar,Atomic_Loop_output_Loop_5,500,2,,,,,,,,,,"[948, 1954]","[999, 1999]",1,48,0:22:23,1343,
Bose WC,Ostovar,Atomic_Loop_output_Loop_5,500,2,,,,,,,,,,[1964],"[999, 1999]",0.666666667,35,0:25:21,1521,
Earth Mover's Distance,Ostovar,Composite_IRO_output_IRO,300,2,,,,,,,,,,"[950, 1950]","[999, 1999]",1,49,0:26:49,1609,
Earth Mover's Distance,Ceravolo,sudden_trace_noise0_1000_lp,600,2,,,,,,,,,,[],[499],,,0:00:00,0,
ProDrift,Ostovar,Atomic_ParallelToSequence_output_ParallelToSequence,50,2,,,,,,,,,,[],"[999, 1999]",,,0:12:18,738,
Bose J,Ceravolo,sudden_trace_noise10_1000_cb,300,2,,,,,,,,,,[446],[499],1,53,0:00:20,20,
Bose WC,Ceravolo,sudden_trace_noise10_1000_cb,300,2,,,,,,,,,,[428],[499],1,71,0:00:21,21,
ProDrift,Ceravolo,sudden_trace_noise20_1000_pl,250,2,,,,,,,,,,[],[499],,,0:00:05,5,
Bose J,Ceravolo,sudden_trace_noise5_1000_pl,200,2,,,,,,,,,,[],[499],,,0:00:25,25,
Bose WC,Ceravolo,sudden_trace_noise5_1000_pl,200,2,,,,,,,,,,[],[499],,,0:00:17,17,
Bose J,Ostovar,Atomic_SerialMove_output_SerialMove_2,200,2,,,,,,,,,,"[514, 1034, 1458, 1680]","[999, 1999]",0.333333333,35,0:22:33,1353,
Bose WC,Ostovar,Atomic_SerialMove_output_SerialMove_2,200,2,,,,,,,,,,[],"[999, 1999]",,,0:22:40,1360,
Earth Mover's Distance,Ceravolo,sudden_trace_noise20_1000_cb,200,2,,,,,,,,,,[448],[499],1,51,0:00:03,3,
ProDrift,Ostovar,Atomic_ParallelRemoval_output_ParallelRemoval_5,50,2,,,,,,,,,,[],"[999, 1999]",,,0:04:49,289,
Bose J,Ceravolo,sudden_trace_noise0_1000_sw,500,2,,,,,,,,,,[],[499],,,0:00:06,6,
Bose WC,Ceravolo,sudden_trace_noise0_1000_sw,500,2,,,,,,,,,,[],[499],,,0:00:02,2,
Earth Mover's Distance,Ostovar,Nested_ORI_output_ORI,100,2,,,,,,,,,,"[242, 936, 1932]","[999, 1999]",0.8,65,0:10:36,636,
Earth Mover's Distance,Ceravolo,sudden_trace_noise20_1000_OIR,300,2,,,,,,,,,,[448],[499],1,51,0:00:10,10,
Bose J,Ostovar,Atomic_SerialMove_output_SerialMove_5,300,2,,,,,,,,,,"[810, 1020, 1416, 1716]","[999, 1999]",0.333333333,21,0:25:20,1520,
Bose WC,Ostovar,Atomic_SerialMove_output_SerialMove_5,300,2,,,,,,,,,,[],"[999, 1999]",,,0:28:52,1732,
ProDrift,Ceravolo,sudden_trace_noise10_1000_lp,100,2,,,,,,,,,,[476],[499],1,23,0:00:22,22,
Bose J,Ceravolo,sudden_trace_noise15_1000_RIO,200,2,,,,,,,,,,[438],[499],1,61,0:00:28,28,
Bose WC,Ceravolo,sudden_trace_noise15_1000_RIO,200,2,,,,,,,,,,[],[499],,,0:00:17,17,
Earth Mover's Distance,Ostovar,Atomic_SerialMove_output_SerialMove_5,300,2,,,,,,,,,,"[948, 1950]","[999, 1999]",1,50,0:30:42,1842,
Earth Mover's Distance,Ostovar,Atomic_ConditionalRemoval_output_ConditionalRemoval_5,300,2,,,,,,,,,,"[960, 1974]","[999, 1999]",1,32,0:23:19,1399,
Earth Mover's Distance,Ceravolo,sudden_trace_noise20_1000_cp,600,2,,,,,,,,,,[],[499],,,0:00:00,0,
Earth Mover's Distance,Ostovar,Atomic_Substitute_output_Substitute_5,300,2,,,,,,,,,,"[930, 1940, 2554]","[999, 1999]",0.8,64,0:25:07,1507,
Earth Mover's Distance,Ceravolo,sudden_trace_noise10_1000_ROI,600,2,,,,,,,,,,[],[499],,,0:00:00,0,
Earth Mover's Distance,Ostovar,Composite_ORI_output_ORI_5,600,2,,,,,,,,,,"[912, 1932]","[999, 1999]",1,77,1:22:34,4954,
Earth Mover's Distance,Ostovar,Nested_OIR_output_OIR_2,500,2,,,,,,,,,,"[946, 1954]","[999, 1999]",1,49,0:46:46,2806,
Bose J,Ceravolo,sudden_trace_noise10_1000_rp,200,2,,,,,,,,,,[530],[499],1,31,0:00:34,34,
Bose WC,Ceravolo,sudden_trace_noise10_1000_rp,200,2,,,,,,,,,,[530],[499],1,31,0:00:26,26,
Bose J,Ceravolo,sudden_trace_noise5_1000_re,300,2,,,,,,,,,,[446],[499],1,53,0:00:20,20,
Bose WC,Ceravolo,sudden_trace_noise5_1000_re,300,2,,,,,,,,,,[],[499],,,0:00:14,14,
Bose J,Ostovar,Nested_IOR_output_IOR_5,600,2,,,,,,,,,,"[960, 2006]","[999, 1999]",1,23,0:32:59,1979,
Bose WC,Ostovar,Nested_IOR_output_IOR_5,600,2,,,,,,,,,,[1964],"[999, 1999]",0.666666667,35,0:36:04,2164,
Bose J,Ostovar,Nested_IRO_output_IRO_5,500,2,,,,,,,,,,"[942, 1920]","[999, 1999]",1,68,0:36:51,2211,
Bose WC,Ostovar,Nested_IRO_output_IRO_5,500,2,,,,,,,,,,"[814, 2048]","[999, 1999]",1,117,0:37:53,2273,
Bose J,Ceravolo,sudden_trace_noise10_1000_IRO,600,2,,,,,,,,,,[],[499],,,0:00:07,7,
Bose WC,Ceravolo,sudden_trace_noise10_1000_IRO,600,2,,,,,,,,,,[],[499],,,0:00:03,3,
Zheng DBSCAN,Ostovar,Atomic_ConditionalToSequence_output_ConditionalToSequence_5,,,,,,,,,,600,60,[1501.9309887193099],"[999, 1999]",,,0:00:07,7,
Zheng DBSCAN,Ostovar,Atomic_ConditionalToSequence_output_ConditionalToSequence_5,,,,,,,,,,600,120,[1501.9309887193099],"[999, 1999]",,,0:00:07,7,
Zheng DBSCAN,Ostovar,Atomic_ConditionalToSequence_output_ConditionalToSequence_5,,,,,,,,,,600,180,[1501.9309887193099],"[999, 1999]",,,0:00:07,7,
Zheng DBSCAN,Ostovar,Atomic_ConditionalToSequence_output_ConditionalToSequence_5,,,,,,,,,,600,240,[1501.9309887193099],"[999, 1999]",,,0:00:07,7,
Zheng DBSCAN,Ostovar,Atomic_ConditionalToSequence_output_ConditionalToSequence_5,,,,,,,,,,600,300,[1501.9309887193099],"[999, 1999]",,,0:00:07,7,
Earth Mover's Distance,Ceravolo,sudden_trace_noise20_1000_RIO,200,2,,,,,,,,,,[438],[499],1,61,0:00:01,1,
ProDrift,Ostovar,Nested_OIR_output_OIR_2,250,2,,,,,,,,,,[],"[999, 1999]",,,0:08:30,510,
Zheng DBSCAN,Ceravolo,sudden_trace_noise15_1000_ROI,,,,,,,,,,800,80,[],[499],,,0:00:00,0,
Zheng DBSCAN,Ceravolo,sudden_trace_noise15_1000_ROI,,,,,,,,,,800,160,[],[499],,,0:00:00,0,
Zheng DBSCAN,Ceravolo,sudden_trace_noise15_1000_ROI,,,,,,,,,,800,240,[],[499],,,0:00:00,0,
Zheng DBSCAN,Ceravolo,sudden_trace_noise15_1000_ROI,,,,,,,,,,800,320,[],[499],,,0:00:00,0,
Zheng DBSCAN,Ceravolo,sudden_trace_noise15_1000_ROI,,,,,,,,,,800,400,[],[499],,,0:00:00,0,
Earth Mover's Distance,Ceravolo,sudden_trace_noise10_1000_rp,100,2,,,,,,,,,,[],[499],,,0:00:00,0,
ProDrift,Ostovar,Atomic_Skip_output_Skip_5,50,2,,,,,,,,,,[],"[999, 1999]",,,0:06:05,365,
Zheng DBSCAN,Ostovar,Composite_OIR_output_OIR_5,,,,,,,,,,500,50,[1496.951093951094],"[999, 1999]",,,0:00:06,6,
Zheng DBSCAN,Ostovar,Composite_OIR_output_OIR_5,,,,,,,,,,500,100,[1496.951093951094],"[999, 1999]",,,0:00:06,6,
Zheng DBSCAN,Ostovar,Composite_OIR_output_OIR_5,,,,,,,,,,500,150,[1496.951093951094],"[999, 1999]",,,0:00:06,6,
Zheng DBSCAN,Ostovar,Composite_OIR_output_OIR_5,,,,,,,,,,500,200,[1496.951093951094],"[999, 1999]",,,0:00:06,6,
Zheng DBSCAN,Ostovar,Composite_OIR_output_OIR_5,,,,,,,,,,500,250,[1496.951093951094],"[999, 1999]",,,0:00:06,6,
Earth Mover's Distance,Ostovar,Atomic_ParallelRemoval_output_ParallelRemoval_2,300,2,,,,,,,,,,"[1122, 1746]","[999, 1999]",0.5,123,0:21:34,1294,
Bose J,Ostovar,Nested_ORI_output_ORI_2,400,2,,,,,,,,,,"[936, 1996]","[999, 1999]",1,33,0:30:00,1800,
Bose WC,Ostovar,Nested_ORI_output_ORI_2,400,2,,,,,,,,,,"[880, 1930]","[999, 1999]",1,94,0:33:55,2035,
ProDrift,Ostovar,Composite_ORI_output_ORI_2,150,2,,,,,,,,,,[],"[999, 1999]",,,0:13:07,787,
Zheng DBSCAN,Ostovar,Atomic_ParallelRemoval_output_ParallelRemoval_2,,,,,,,,,,500,50,[1504.8768303186907],"[999, 1999]",,,0:00:07,7,
Zheng DBSCAN,Ostovar,Atomic_ParallelRemoval_output_ParallelRemoval_2,,,,,,,,,,500,100,[1504.8768303186907],"[999, 1999]",,,0:00:07,7,
Zheng DBSCAN,Ostovar,Atomic_ParallelRemoval_output_ParallelRemoval_2,,,,,,,,,,500,150,[1504.8768303186907],"[999, 1999]",,,0:00:07,7,
Zheng DBSCAN,Ostovar,Atomic_ParallelRemoval_output_ParallelRemoval_2,,,,,,,,,,500,200,[1504.8768303186907],"[999, 1999]",,,0:00:07,7,
Zheng DBSCAN,Ostovar,Atomic_ParallelRemoval_output_ParallelRemoval_2,,,,,,,,,,500,250,[1504.8768303186907],"[999, 1999]",,,0:00:07,7,
Bose J,Ostovar,Atomic_Frequency_output_Frequency_5,500,2,,,,,,,,,,"[830, 1100, 1700]","[999, 1999]",0.4,101,0:12:53,773,
Bose WC,Ostovar,Atomic_Frequency_output_Frequency_5,500,2,,,,,,,,,,[1700],"[999, 1999]",,,0:14:20,860,
Bose J,Ostovar,Nested_IRO_output_IRO_5,300,2,,,,,,,,,,"[948, 1948, 2534]","[999, 1999]",0.8,51,0:35:11,2111,
Bose WC,Ostovar,Nested_IRO_output_IRO_5,300,2,,,,,,,,,,"[806, 1966, 2564]","[999, 1999]",0.8,113,0:36:58,2218,
Zheng DBSCAN,Ceravolo,sudden_trace_noise20_1000_IOR,,,,,,,,,,500,50,[],[499],,,0:00:00,0,
Zheng DBSCAN,Ceravolo,sudden_trace_noise20_1000_IOR,,,,,,,,,,500,100,[],[499],,,0:00:00,0,
Zheng DBSCAN,Ceravolo,sudden_trace_noise20_1000_IOR,,,,,,,,,,500,150,[],[499],,,0:00:00,0,
Zheng DBSCAN,Ceravolo,sudden_trace_noise20_1000_IOR,,,,,,,,,,500,200,[],[499],,,0:00:00,0,
Zheng DBSCAN,Ceravolo,sudden_trace_noise20_1000_IOR,,,,,,,,,,500,250,[],[499],,,0:00:00,0,
Bose J,Ceravolo,sudden_trace_noise10_1000_lp,600,2,,,,,,,,,,[],[499],,,0:00:06,6,
Bose WC,Ceravolo,sudden_trace_noise10_1000_lp,600,2,,,,,,,,,,[],[499],,,0:00:03,3,
Bose J,Ostovar,Composite_IRO_output_IRO,600,2,,,,,,,,,,[1956],"[999, 1999]",0.666666667,43,0:23:35,1415,
Bose WC,Ostovar,Composite_IRO_output_IRO,600,2,,,,,,,,,,[],"[999, 1999]",,,0:19:16,1156,
Zheng DBSCAN,Ostovar,Atomic_ConditionalToSequence_output_ConditionalToSequence_2,,,,,,,,,,400,40,[1504.8509687034277],"[999, 1999]",,,0:00:07,7,
Zheng DBSCAN,Ostovar,Atomic_ConditionalToSequence_output_ConditionalToSequence_2,,,,,,,,,,400,80,[1504.8509687034277],"[999, 1999]",,,0:00:07,7,
Zheng DBSCAN,Ostovar,Atomic_ConditionalToSequence_output_ConditionalToSequence_2,,,,,,,,,,400,120,[1504.8509687034277],"[999, 1999]",,,0:00:07,7,
Zheng DBSCAN,Ostovar,Atomic_ConditionalToSequence_output_ConditionalToSequence_2,,,,,,,,,,400,160,[1504.8509687034277],"[999, 1999]",,,0:00:07,7,
Zheng DBSCAN,Ostovar,Atomic_ConditionalToSequence_output_ConditionalToSequence_2,,,,,,,,,,400,200,[1504.8509687034277],"[999, 1999]",,,0:00:07,7,
Zheng DBSCAN,Ostovar,Atomic_Substitute_output_Substitute_5,,,,,,,,,,800,80,[1501.486997635934],"[999, 1999]",,,0:00:07,7,
Zheng DBSCAN,Ostovar,Atomic_Substitute_output_Substitute_5,,,,,,,,,,800,160,[1501.486997635934],"[999, 1999]",,,0:00:07,7,
Zheng DBSCAN,Ostovar,Atomic_Substitute_output_Substitute_5,,,,,,,,,,800,240,[1501.486997635934],"[999, 1999]",,,0:00:07,7,
Zheng DBSCAN,Ostovar,Atomic_Substitute_output_Substitute_5,,,,,,,,,,800,320,[1501.486997635934],"[999, 1999]",,,0:00:07,7,
Zheng DBSCAN,Ostovar,Atomic_Substitute_output_Substitute_5,,,,,,,,,,800,400,[1501.486997635934],"[999, 1999]",,,0:00:07,7,
Bose J,Ceravolo,sudden_trace_noise5_1000_OIR,400,2,,,,,,,,,,[],[499],,,0:00:17,17,
Bose WC,Ceravolo,sudden_trace_noise5_1000_OIR,400,2,,,,,,,,,,[],[499],,,0:00:13,13,
Earth Mover's Distance,Ceravolo,sudden_trace_noise20_1000_cd,200,2,,,,,,,,,,[466],[499],1,33,0:00:00,0,
ProDrift,Ostovar,Atomic_ConditionalMove_output_ConditionalMove_2,50,2,,,,,,,,,,[],"[999, 1999]",,,0:09:06,546,
Bose J,Ostovar,Atomic_ConditionalRemoval_output_ConditionalRemoval_5,300,2,,,,,,,,,,"[842, 1390, 1940]","[999, 1999]",0.8,108,0:20:26,1226,
Bose WC,Ostovar,Atomic_ConditionalRemoval_output_ConditionalRemoval_5,300,2,,,,,,,,,,"[838, 2086]","[999, 1999]",1,124,0:25:12,1512,
Bose J,Ceravolo,sudden_trace_noise20_1000_pm,100,2,,,,,,,,,,[],[499],,,0:00:25,25,
Bose WC,Ceravolo,sudden_trace_noise20_1000_pm,100,2,,,,,,,,,,[],[499],,,0:00:24,24,
ProDrift,Ostovar,Atomic_ParallelMove_output_ParallelMove_5,250,2,,,,,,,,,,[],"[999, 1999]",,,0:07:32,452,
Earth Mover's Distance,Ceravolo,sudden_trace_noise0_1000_cb,200,2,,,,,,,,,,[448],[499],1,51,0:00:02,2,
Zheng DBSCAN,Ostovar,Atomic_SerialMove_output_SerialMove_2,,,,,,,,,,600,60,[1505.1314935064936],"[999, 1999]",,,0:00:10,10,
Zheng DBSCAN,Ostovar,Atomic_SerialMove_output_SerialMove_2,,,,,,,,,,600,120,[1505.1314935064936],"[999, 1999]",,,0:00:10,10,
Zheng DBSCAN,Ostovar,Atomic_SerialMove_output_SerialMove_2,,,,,,,,,,600,180,[1505.1314935064936],"[999, 1999]",,,0:00:10,10,
Zheng DBSCAN,Ostovar,Atomic_SerialMove_output_SerialMove_2,,,,,,,,,,600,240,[1505.1314935064936],"[999, 1999]",,,0:00:10,10,
Zheng DBSCAN,Ostovar,Atomic_SerialMove_output_SerialMove_2,,,,,,,,,,600,300,[1505.1314935064936],"[999, 1999]",,,0:00:10,10,
ProDrift,Ostovar,Atomic_ParallelToSequence_output_ParallelToSequence_5,200,2,,,,,,,,,,[],"[999, 1999]",,,0:07:25,445,
Zheng DBSCAN,Ceravolo,sudden_trace_noise10_1000_cp,,,,,,,,,,400,40,[449.0],[499],1,50,0:00:00,0,
Zheng DBSCAN,Ceravolo,sudden_trace_noise10_1000_cp,,,,,,,,,,400,80,[449.0],[499],1,50,0:00:00,0,
Zheng DBSCAN,Ceravolo,sudden_trace_noise10_1000_cp,,,,,,,,,,400,120,[449.0],[499],1,50,0:00:00,0,
Zheng DBSCAN,Ceravolo,sudden_trace_noise10_1000_cp,,,,,,,,,,400,160,[449.0],[499],1,50,0:00:00,0,
Zheng DBSCAN,Ceravolo,sudden_trace_noise10_1000_cp,,,,,,,,,,400,200,[449.0],[499],1,50,0:00:00,0,
ProDrift,Ceravolo,sudden_trace_noise15_1000_pl,150,2,,,,,,,,,,[],[499],,,0:00:07,7,
Zheng DBSCAN,Ostovar,Atomic_SerialMove_output_SerialMove,,,,,,,,,,800,80,"[933.5, 1939.375]","[999, 1999]",1,62.5625,0:00:06,6,
Zheng DBSCAN,Ostovar,Atomic_SerialMove_output_SerialMove,,,,,,,,,,800,160,"[933.5, 1939.375]","[999, 1999]",1,62.5625,0:00:06,6,
Zheng DBSCAN,Ostovar,Atomic_SerialMove_output_SerialMove,,,,,,,,,,800,240,"[933.5, 1939.375]","[999, 1999]",1,62.5625,0:00:06,6,
Zheng DBSCAN,Ostovar,Atomic_SerialMove_output_SerialMove,,,,,,,,,,800,320,"[933.5, 1939.375]","[999, 1999]",1,62.5625,0:00:06,6,
Zheng DBSCAN,Ostovar,Atomic_SerialMove_output_SerialMove,,,,,,,,,,800,400,"[933.5, 1939.375]","[999, 1999]",1,62.5625,0:00:06,6,
ProDrift,Ostovar,Composite_OIR_output_OIR,300,2,,,,,,,,,,[],"[999, 1999]",,,0:09:21,561,
Bose J,Ostovar,Atomic_ConditionalToSequence_output_ConditionalToSequence_5,500,2,,,,,,,,,,"[914, 1952]","[999, 1999]",1,66,0:25:13,1513,
Bose WC,Ostovar,Atomic_ConditionalToSequence_output_ConditionalToSequence_5,500,2,,,,,,,,,,"[968, 2170]","[999, 1999]",1,101,0:28:31,1711,
Earth Mover's Distance,Ostovar,Atomic_ConditionalToSequence_output_ConditionalToSequence_2,100,2,,,,,,,,,,"[952, 1326, 1956, 2570]","[999, 1999]",0.666666667,45,0:08:07,487,
Zheng DBSCAN,Ostovar,Composite_IOR_output_IOR,,,,,,,,,,800,80,"[938.7692307692307, 1939.3846153846155]","[999, 1999]",1,59.92307692,0:00:05,5,
Zheng DBSCAN,Ostovar,Composite_IOR_output_IOR,,,,,,,,,,800,160,"[938.7692307692307, 1939.3846153846155]","[999, 1999]",1,59.92307692,0:00:05,5,
Zheng DBSCAN,Ostovar,Composite_IOR_output_IOR,,,,,,,,,,800,240,"[938.7692307692307, 1939.3846153846155]","[999, 1999]",1,59.92307692,0:00:05,5,
Zheng DBSCAN,Ostovar,Composite_IOR_output_IOR,,,,,,,,,,800,320,"[938.7692307692307, 1939.3846153846155]","[999, 1999]",1,59.92307692,0:00:05,5,
Zheng DBSCAN,Ostovar,Composite_IOR_output_IOR,,,,,,,,,,800,400,"[938.7692307692307, 1939.3846153846155]","[999, 1999]",1,59.92307692,0:00:05,5,
Bose J,Ostovar,Atomic_ConditionalRemoval_output_ConditionalRemoval,500,2,,,,,,,,,,"[944, 1890]","[999, 1999]",1,82,0:17:50,1070,
Bose WC,Ostovar,Atomic_ConditionalRemoval_output_ConditionalRemoval,500,2,,,,,,,,,,[2098],"[999, 1999]",0.666666667,99,0:14:57,897,
